temperature,humidity,wind_speed,pressure,solar_radiation,soil_moisture,heatwave
37.49080237694725,68.39986487919762,7.472801030110412,1019.6622081247039,854.531561973769,25.327266519619535,0
49.01428612819832,24.760959647896925,2.3704443790514507,1025.2440750038527,316.2158099072443,23.444007734736445,1
44.6398788362281,37.731175549590894,3.158980624305399,1008.52719501516,957.171036244212,17.286293236116716,1
41.97316968394073,63.06245094862546,4.516778204523045,1001.5671492669363,874.5792921972327,22.262443026363858,0
33.12037280884873,48.56714756195839,5.091333359123709,1002.7538629742185,935.0826385866686,17.77838224072236,0
33.11989040672405,69.0856830907915,6.056545230263602,1017.8779303345758,428.5155255293702,28.027596741735334,0
31.161672243363988,86.89663209782877,6.38650072408736,1012.7023213596599,468.4559513171635,34.226037773114385,0
47.3235229154987,19.3237350172158,11.392908637188398,1009.4597652390903,575.9403476353672,32.5413052894695,0
42.022300234864176,66.76541731184487,12.73932977065103,998.1109631510469,379.36053326179876,16.924234818019755,0
44.161451555920905,28.42753245056916,7.721980203158899,1025.018227499956,572.3380712151928,22.829682284716814,1
30.411689885916047,43.15813819260554,22.682410498018204,1021.2408179002963,207.36134846074233,5.372970477288154,0
49.39819704323989,12.629018063611186,13.828493083473864,995.6255440695692,902.0292568037468,35.45973487285242,0
46.648852816008436,20.872590583415914,19.686923200835167,1004.6955381840854,329.8352321216146,13.588853904817977,0
34.246782213565524,35.582183123911975,23.105945810521085,1011.6852837455557,600.6782631267613,20.438202294998042,0
33.63649934414201,37.358864423038796,4.07837786439513,1008.1735449108613,943.0611941826005,10.339265575663187,0
33.66809019706868,81.96681731696766,10.696862092890862,1005.9118335495095,856.7860340892852,28.733800034798534,0
36.08484485919075,69.3450327413212,10.83026004286522,1018.7532759024211,820.8996624418594,24.08541798416428,0
40.49512863264476,87.77463745496328,8.861806260958854,992.1801401695135,684.3565114465996,17.767641459557865,0
38.638900372842315,57.925720826819244,0.2226466637909985,1008.8564135650377,549.0187887074582,23.731777548734357,0
35.82458280396084,29.33709856730544,20.399302694452377,1000.4872676155841,556.829896830907,10.905780563448996,0
42.23705789444759,36.21240239373143,2.78898303884757,993.3847354093904,269.5724824036587,32.147345125121475,1
32.78987721304084,35.58687386335737,24.887014948043973,1008.5954863201187,251.82876423197092,14.308570160617142,0
35.84289297070436,36.119546213060126,19.32396229777954,996.8547476428228,874.7508151658814,26.525859946205138,0
37.327236865873836,63.83713384894526,14.500250440162862,1000.3289712756083,526.9216700810896,36.479001318037874,0
39.121399684340716,52.4646342472333,3.8651604435399363,1010.280349180403,243.2128371019483,6.350496295603748,0
